1000 100000
46 694 402923
351 956 785019
607 901 667911
880 916 532643
610 867 643002
87 689 851272
119 958 58024
239 756 7402
245 886 427341
342 772 947009
684 771 52292
264 321 549315
78 172 886061
613 772 850909
124 579 454085
59 159 508905
122 474 628919
649 776 343004
861 991 979821
220 429 660896
288 441 591358
86 182 37373
760 983 608884
720 813 690247
385 713 763468
257 836 160227
397 533 470274
518 919 145071
253 710 649490
612 826 244986
59 633 699250
3 941 414525
266 872 446038
211 256 849175
606 714 262677
199 821 143953
419 876 535337
45 615 746538
803 896 502996
768 845 709952
12 992 600470
272 384 784289
840 877 665945
480 933 321378
276 619 653601
269 558 874798
655 766 485800
705 920 157027
204 328 743834
90 644 932987
17 234 937730
143 267 619594
672 897 765687
117 458 603511
93 902 286848
253 886 562096
43 269 14613
119 271 540364
537 928 655394
510 516 264631
92 915 721112
235 301 954459
323 679 480945
367 847 889912
159 837 890203
449 654 609089
521 947 96002
500 924 662383
216 882 575654
217 931 343219
60 686 888388
345 509 691937
278 324 873860
173 669 341894
564 767 877513
398 445 189545
478 622 937494
481 604 399707
514 958 784171
25 215 94219
60 379 449864
224 482 39390
598 676 913514
292 304 595988
490 827 48957
570 983 50662
139 534 263307
195 342 702374
369 992 340607
465 724 971547
768 811 724013
353 945 139076
233 544 119436
513 779 642356
237 862 698441
205 721 666633
423 567 652935
511 924 990107
219 991 400108
88 906 276339
266 794 99947
112 727 117974
187 864 254381
487 780 56036
561 848 657812
687 764 144453
70 764 361975
64 673 523413
828 902 868485
302 460 511909
268 371 931487
795 870 43891
421 507 308386
584 836 40551
737 982 479206
320 936 873046
186 445 16983
440 487 371153
256 708 502525
45 464 565444
597 892 155249
113 282 603535
117 780 833032
163 206 834356
114 557 700441
244 907 472289
121 781 254650
351 560 156282
268 606 765620
619 829 271754
292 735 685489
419 902 403113
490 716 262096
285 402 146
230 431 704660
270 522 683620
26 346 558948
546 811 167009
252 387 948332
13 448 724030
134 555 265876
197 777 266210
606 676 329034
421 503 701614
486 845 944603
819 902 872780
91 270 704740
223 537 692668
327 522 448166
612 932 825655
131 581 492453
35 521 322272
559 656 902151
589 885 877571
277 935 998489
164 767 987586
40 733 79355
89 966 557876
126 984 326728
61 993 916577
255 913 124846
434 953 148929
129 825 977884
37 569 519985
142 757 196005
558 944 583631
361 365 369730
449 838 617777
483 761 962118
283 709 395613
47 451 497215
4 832 584493
657 791 760224
53 150 178072
172 521 247780
281 879 432168
52 691 715163
482 718 333400
189 930 507809
398 514 471219
420 838 784442
493 750 136581
472 596 295873
313 549 691809
95 303 605272
694 819 829316
684 862 223873
281 465 730895
846 883 374769
168 658 362139
6 598 182174
41 321 104592
137 233 401868
649 829 883577
163 541 93484
145 341 422540
724 835 445957
436 644 83074
144 311 445390
139 161 715942
347 800 527658
94 800 407750
421 432 906412
468 644 182657
12 845 892003
842 910 235310
57 895 999500
108 548 359850
407 746 654314
320 776 376613
285 977 230189
342 669 285123
460 750 985623
665 749 329157
744 966 152280
653 710 690790
106 972 733821
412 620 613830
85 560 765904
67 734 806340
232 731 7387
445 637 660653
59 371 42992
418 853 48094
363 831 707034
32 781 275344
512 750 40793
272 507 300955
229 608 489065
330 633 781195
573 587 493906
164 926 744290
509 689 984756
73 772 282585
227 608 489593
31 901 177317
494 547 598675
659 776 640301
23 463 381878
282 856 712778
587 843 147870
285 419 838440
694 986 259099
93 221 959667
572 670 422854
56 809 62115
642 803 326191
12 983 326118
380 579 208932
379 785 175342
578 786 109611
588 812 557102
116 134 846048
593 757 433902
398 528 133858
53 761 700062
339 950 416172
450 794 418981
489 764 993628
107 304 89890
48 87 234685
128 449 875689
453 467 715219
398 926 600320
160 424 597534
534 1000 335261
540 640 171342
254 472 711554
547 937 29406
276 641 869182
382 728 87497
26 267 892600
434 852 327350
540 724 234565
626 646 977588
287 731 765134
459 881 371196
797 896 629690
272 676 981969
145 715 754889
439 843 719039
96 320 859343
331 950 78641
678 979 922055
398 461 143898
701 816 523649
389 733 549566
407 885 292756
115 955 687525
190 210 818786
661 693 270333
514 740 125315
282 327 283223
211 720 440600
313 484 589352
309 427 250738
438 498 568111
17 852 169550
544 727 860284
71 215 54748
861 911 719436
416 781 227146
951 978 534841
42 898 635429
54 776 255377
231 391 762301
609 860 395752
335 389 120830
287 621 677988
181 767 737593
97 763 653847
509 705 920123
526 744 458249
291 831 894469
256 599 376026
230 894 762948
572 690 557500
302 851 572843
597 829 63704
169 394 341285
224 832 283762
678 859 592018
809 915 389247
530 732 71701
604 725 370495
301 986 611275
265 624 592360
540 566 943961
751 794 281108
68 699 835034
623 936 984291
117 632 140155
115 450 701227
268 276 986990
716 798 232710
451 806 207138
504 876 425477
95 877 510213
63 597 21404
243 717 224844
334 666 744969
614 825 583046
115 347 846406
193 871 707137
147 457 718523
216 731 293085
11 944 192358
863 970 792177
324 350 976789
133 220 390730
640 697 716253
225 261 4552
795 967 403063
275 921 365463
187 499 318857
1 769 982773
114 795 76061
87 817 249777
350 354 649867
457 475 760119
275 855 281389
2 551 489433
203 876 114129
537 921 539875
229 804 297203
367 761 537926
159 805 565207
753 786 497988
281 757 583424
131 321 779385
147 333 276977
605 776 137580
191 617 449673
374 838 358992
598 788 371675
790 995 953299
284 694 929989
542 918 733433
591 882 260470
268 960 182405
577 639 450774
82 596 984039
324 629 912234
796 980 217547
149 788 637277
426 937 165631
634 859 539493
634 797 419607
384 522 841985
414 950 236758
47 659 81831
579 851 380714
305 667 92470
598 697 643868
610 997 365507
612 769 251915
547 691 313018
200 927 466136
68 990 294753
67 955 847494
12 358 120636
300 380 211795
643 851 93467
196 792 264127
817 819 65171
101 693 22678
348 745 544694
823 990 283547
340 924 639753
547 864 424723
16 41 758322
120 615 535532
209 463 598017
158 557 649840
73 165 601892
745 805 966643
415 656 903163
150 676 123410
245 368 940567
194 961 357243
94 102 527977
345 346 225912
378 769 436268
481 697 570421
162 455 166171
285 704 276513
112 550 387025
270 542 654931
316 363 38076
643 660 884629
133 369 663152
54 968 134829
19 323 631382
346 392 138237
103 581 922900
302 695 8000
3 725 347103
200 362 380531
672 702 762584
491 690 34071
376 708 387704
549 762 697281
506 730 72749
310 784 993922
1 342 938703
43 253 599684
125 458 867925
865 927 743148
41 396 158017
4 156 347633
94 199 44320
118 923 646842
396 562 852970
91 719 830540
469 955 259583
720 792 213941
190 982 566023
249 775 402262
510 658 920960
175 842 186771
51 427 328585
504 933 64720
718 752 131649
349 857 606813
380 526 161555
764 940 148705
184 570 79721
198 303 22974
81 162 637805
285 628 765047
506 811 67052
113 638 740498
151 722 731263
502 925 424726
27 363 712957
455 803 524625
553 854 991577
301 774 290257
725 847 859907
297 933 827057
379 770 393180
59 610 36042
530 745 127471
43 780 265680
395 457 389534
695 772 620900
581 809 599284
83 675 439687
551 885 516400
39 925 632692
18 577 305759
246 364 370908
495 705 418224
520 997 918937
339 445 896197
176 743 267993
175 867 809874
121 143 207474
788 992 190691
445 593 247063
126 619 50502
184 602 174595
158 324 229054
575 666 565842
779 883 728944
201 251 811776
25 340 270351
242 868 491921
735 839 166246
29 442 810501
360 626 215994
151 517 649103
510 721 869430
593 929 130128
545 680 141630
119 925 76804
397 859 164711
445 840 720389
56 804 624281
673 766 563142
51 614 980618
334 399 23015
141 599 909126
454 898 722991
327 427 327053
202 859 62191
153 422 500117
139 703 516826
42 466 989772
237 569 704059
488 865 793797
214 930 463476
305 607 576225
747 872 598508
175 335 807831
497 529 420987
615 962 283084
639 856 992454
85 214 204872
133 149 681022
204 678 489628
379 643 235146
280 944 183174
356 951 141450
166 804 804552
369 723 387499
694 763 60190
657 898 402297
659 895 399803
117 412 397820
98 948 767087
131 263 442352
641 849 273141
272 572 910619
835 912 725968
576 933 125461
211 706 44692
195 893 919521
1 613 732407
517 546 454012
104 599 908373
482 720 692575
408 809 162273
295 618 66456
412 853 794372
452 549 814088
853 907 837268
252 981 129143
568 722 858074
589 743 922239
105 625 272548
26 700 37190
606 822 615187
376 721 382471
815 840 947243
786 920 483756
561 909 825118
511 571 325132
246 505 479435
419 869 76119
204 930 737418
271 783 35372
357 387 978754
151 257 923948
177 749 558510
113 140 713098
265 444 861175
367 642 803268
386 570 525188
310 435 709477
561 803 811549
43 245 176110
1 6 949966
264 798 947119
253 586 801081
20 130 817796
589 935 623690
217 539 908310
245 987 235443
76 571 424416
404 455 294174
108 901 731982
850 954 851914
83 541 83472
475 851 727271
398 656 47081
751 784 151127
812 846 25824
46 568 797509
652 693 404252
64 111 880172
379 541 519269
118 327 890354
184 612 521514
461 653 32622
129 170 481846
359 905 762804
416 684 31315
194 569 692097
119 703 860613
228 606 645853
528 689 488800
372 387 635434
778 839 341983
266 308 680983
362 870 448449
134 405 823209
11 835 872944
92 773 424833
6 869 862151
357 705 632786
568 934 413285
596 899 25425
72 896 750455
94 432 818538
109 579 594734
168 823 981369
719 918 976212
204 782 129438
537 834 130999
81 780 947159
560 682 959048
247 400 942833
435 766 211693
5 166 647567
425 437 952543
946 961 107282
378 540 914973
67 934 410162
395 860 705097
202 610 326589
414 846 103377
503 568 566792
528 557 188901
173 741 30855
239 751 143112
123 986 317542
610 676 104337
234 721 143678
506 616 424623
302 969 412187
61 940 341304
376 736 724405
417 801 21982
217 275 990608
521 904 270294
32 372 469842
25 774 166747
428 949 597163
311 638 492336
398 808 159055
501 779 681326
34 805 578981
176 424 250864
150 373 290573
21 174 860077
146 801 468691
475 808 602993
438 646 216945
381 961 260386
208 340 218102
378 1000 174722
209 987 168546
551 706 940557
513 576 217538
22 157 459273
93 757 430658
108 992 539480
52 237 127699
261 288 998195
362 456 670459
526 717 447700
11 26 276570
327 624 707684
313 961 842460
101 176 324166
187 372 454880
104 260 909796
345 466 464850
89 598 96376
410 485 408448
338 578 652084
201 236 376955
61 715 3707
17 174 470686
552 779 444977
584 738 526265
245 702 147252
735 791 374779
643 748 304369
458 516 404398
301 433 814716
77 986 17496
122 241 79500
34 366 577395
442 677 699045
80 188 727417
433 765 110732
654 733 491995
43 626 595177
274 867 953091
232 883 806130
369 716 244634
106 787 518790
132 538 930352
552 785 308330
78 642 551039
10 91 860382
241 495 624992
467 504 519685
542 668 730767
35 398 281734
461 938 988144
390 431 535543
97 819 150519
72 164 109943
170 931 527104
522 531 748575
377 839 743227
266 676 795988
116 159 363778
709 943 68107
85 96 569470
692 897 923814
656 779 51220
9 464 721296
353 446 373799
592 973 284242
109 247 893108
715 789 16605
141 766 83134
269 390 103912
403 839 585101
553 994 196830
593 915 586049
311 641 317150
497 924 831530
629 989 692201
689 696 807910
85 635 681819
474 784 426184
551 567 968770
46 213 626035
559 1000 719193
383 418 250146
669 694 747567
572 974 328762
897 967 847133
598 746 393016
584 659 473744
260 768 819454
189 225 281937
493 758 968937
251 494 464917
505 804 350968
563 850 671673
700 888 863983
790 813 216221
308 424 474306
690 849 586344
375 997 822088
754 923 119423
425 910 357891
243 733 173368
333 933 676087
330 711 650489
497 976 376333
452 689 649411
637 942 427674
202 413 507932
632 682 994532
346 993 732527
368 522 889295
55 356 316720
51 617 373538
201 779 804223
265 461 550172
97 248 881855
23 561 631105
967 981 210412
324 430 831305
447 638 922711
413 648 602119
716 884 776190
53 306 551694
342 620 87364
563 716 563700
131 774 257912
438 807 20042
1 782 855559
665 764 237209
154 330 629998
551 558 128806
64 119 86337
165 547 814476
892 954 573763
330 658 982019
24 800 943513
125 846 97452
24 934 770438
796 968 648742
82 500 495403
510 565 782112
371 691 535552
198 224 947866
85 967 178463
217 308 274515
21 373 507882
357 634 298538
677 801 534729
69 77 223306
201 260 659002
131 466 188034
792 839 296926
196 924 299436
664 844 586111
237 315 682788
250 789 358928
517 901 828244
759 988 116302
179 216 893730
38 688 26769
99 861 833994
188 836 394839
135 256 221807
696 807 939765
37 867 729894
643 784 455446
391 874 802175
355 501 658228
580 945 528814
454 715 407738
523 938 222382
77 750 887037
117 131 179230
876 922 739151
654 706 644072
151 177 53659
191 778 779543
23 673 569553
991 992 826935
123 443 427104
380 968 538988
278 978 563146
95 696 122210
104 704 840535
51 741 994861
16 539 362188
127 395 23621
858 936 765692
138 181 808356
158 202 359206
546 663 957412
273 814 2344
649 991 397560
172 413 132371
196 588 205909
126 223 661719
158 446 730666
212 673 543870
602 757 798956
191 929 434238
31 363 666466
302 522 563012
213 989 748585
332 961 675266
89 431 337036
334 355 353165
542 778 693969
427 586 660
355 729 171007
590 917 453883
609 835 930125
50 502 798841
153 233 350634
1 468 112524
406 943 697358
777 930 631284
620 940 195912
257 955 904912
252 421 331392
290 427 410579
6 975 181129
526 900 402833
32 539 330296
520 640 778746
407 510 295954
659 702 963479
769 980 646809
38 640 851801
470 792 524488
180 876 45682
302 694 974323
621 960 445542
144 700 205486
237 646 606247
374 948 399230
280 927 565292
134 251 462995
41 100 686785
288 872 957521
15 348 143078
393 956 297849
191 978 124763
120 286 202287
301 852 4892
549 580 563127
724 746 399267
885 960 206856
289 944 983536
177 657 805640
253 358 322170
179 220 754238
391 755 659443
19 350 912210
52 724 492823
549 876 442151
241 829 393737
360 471 357361
400 536 394858
127 653 431561
245 305 694102
524 780 679281
522 548 197028
136 552 864141
85 684 511815
427 587 285655
360 394 343766
262 851 648041
134 154 980393
723 805 322570
99 192 714963
126 810 871842
585 984 458605
593 838 484258
209 665 62686
702 871 261925
59 877 600605
378 828 222614
190 870 41143
476 549 698488
411 786 476090
417 944 622297
365 508 365158
95 590 860051
142 825 352742
207 519 602512
11 177 813993
349 700 921371
285 979 474335
195 281 774490
617 638 990255
573 945 941703
908 921 798092
590 958 528908
52 370 150387
869 926 523347
347 838 204314
563 919 133336
782 822 684688
192 777 160550
89 229 20869
780 798 137136
168 474 52662
45 685 706303
303 548 820224
525 744 478032
922 935 496845
469 603 205090
285 914 116984
177 748 575001
96 744 17673
57 689 876392
95 784 744295
68 799 68344
433 889 562920
265 366 245946
381 764 750092
119 828 640485
547 786 531773
207 362 442780
50 206 491114
381 890 396508
214 498 186334
393 526 51524
415 947 5323
150 828 814387
33 722 982424
234 556 295150
160 882 53360
340 908 489677
85 497 68026
968 978 421858
292 678 612263
287 843 678398
41 829 433382
242 941 232228
498 553 279562
185 837 695918
812 915 802055
858 896 895323
764 826 240862
503 919 500872
449 537 820405
19 479 626253
18 486 363591
311 649 294124
77 123 428814
916 935 933255
112 595 926600
85 614 826005
107 627 273121
53 599 578674
59 70 956773
85 801 900688
550 822 863721
108 631 625326
184 442 385034
68 554 740514
145 200 923240
718 725 635161
544 760 637057
342 372 454382
105 815 535892
584 681 763081
393 768 64670
123 726 321965
57 542 696580
93 349 941998
470 601 907456
191 598 691556
72 900 678329
463 528 741566
576 815 963616
651 655 820168
733 949 989467
385 960 128992
859 860 425247
335 925 699439
85 416 89174
171 951 566104
287 469 570172
67 339 198001
774 915 369005
126 511 521452
9 991 202896
412 474 793994
14 54 76960
108 626 855148
377 642 42860
365 781 594663
155 682 55716
864 888 548163
230 584 107078
532 887 865285
153 442 986015
278 612 779734
246 943 95674
116 936 300716
86 162 557694
321 572 522059
144 416 275545
445 748 312576
528 847 37442
198 785 286221
354 444 53326
79 85 720494
919 957 721780
892 923 141355
494 926 246266
806 907 71195
350 935 274812
595 620 223527
50 847 537410
150 991 725986
428 642 261355
35 268 72110
601 744 12806
3 843 825089
584 851 20818
371 995 28615
284 995 739353
5 623 578069
118 297 532532
264 963 224910
480 549 678085
365 484 363500
843 987 844370
584 702 773633
92 950 966543
289 362 57278
576 853 764889
275 495 779525
680 691 680151
530 665 968023
366 667 815377
218 534 83725
591 662 879731
184 491 846411
198 481 283032
497 807 360787
192 214 761115
422 581 215388
245 809 808640
299 930 948358
360 562 385405
138 458 295643
329 912 523247
38 163 481810
407 807 980659
77 381 856458
560 616 671576
89 210 842002
545 627 229039
546 845 57908
756 913 545632
389 773 838006
773 791 621459
58 205 560621
46 498 463837
414 942 896810
698 783 427775
36 900 221719
614 663 207938
76 468 811869
906 976 439629
168 577 356204
303 462 790417
704 971 421316
245 476 565325
138 687 953099
154 271 560022
247 839 836039
378 513 340892
508 562 344546
371 754 596958
682 818 118694
942 985 165566
632 998 581110
307 876 956032
473 576 248279
86 962 487814
262 935 177506
205 252 246229
90 202 178944
280 881 784568
345 961 68426
179 994 195976
421 440 150794
254 678 628192
287 343 441653
350 965 195532
127 918 792839
420 758 528232
150 765 356026
718 847 216767
622 792 971784
191 875 818391
821 829 950030
218 403 914219
782 919 203927
17 337 160390
201 246 827627
568 981 468371
218 506 861146
688 839 199250
59 283 782639
553 590 940037
80 819 835509
76 334 72646
905 962 280528
342 356 698520
425 928 439123
850 948 839777
96 498 535654
178 809 96726
319 589 647562
780 995 829005
131 583 82398
474 590 606654
272 629 468090
127 514 947400
315 468 254133
320 418 151349
454 537 433374
255 558 862241
454 691 388483
511 859 696542
520 540 212781
169 297 788550
181 458 191375
822 988 569299
121 294 49140
583 926 416086
46 494 632425
485 566 908164
386 910 360607
589 738 568099
30 521 130980
717 892 407305
437 862 205829
587 909 806625
147 880 90820
274 802 347541
69 862 928604
355 451 543988
12 189 759136
342 808 963672
108 880 376101
949 958 18331
890 960 312537
120 406 253893
203 334 491290
315 439 446308
134 397 194462
2 301 98415
157 440 720672
322 467 233558
651 814 138441
794 814 363113
313 480 928384
270 958 712376
489 505 671685
952 983 754325
609 950 56625
318 770 391950
116 336 220616
248 763 604790
125 153 194231
35 851 862852
695 883 637085
246 825 596409
377 962 261347
154 610 630777
305 735 359903
322 669 669320
90 435 729289
226 302 363199
251 920 627221
184 266 595835
567 946 805785
338 883 897899
709 843 931591
143 988 246247
169 584 418921
193 434 427874
832 966 51744
73 254 858534
698 846 791049
146 229 736463
656 840 445434
40 997 242549
627 755 501042
592 860 962196
314 449 248613
842 988 481062
336 511 45686
409 962 275958
619 762 331926
752 932 211942
464 955 901732
939 961 677196
704 966 479661
485 936 679150
319 326 201623
558 610 340599
10 318 438176
571 979 823390
503 622 356500
881 929 765789
235 860 904201
9 938 75145
547 936 885054
435 544 973383
782 796 507124
618 955 400767
363 498 523333
235 284 212760
546 821 253191
496 555 789416
215 371 581499
244 427 457700
13 43 839377
350 882 235222
479 936 272545
41 453 734458
33 600 444624
313 881 578238
104 739 235148
206 432 213540
155 380 58075
454 580 83633
158 614 15202
247 613 384674
608 612 134231
329 686 855883
27 134 944325
748 863 379328
148 451 76073
152 890 375026
23 997 114367
65 122 960008
462 616 788987
213 323 667982
140 540 313493
435 502 312371
159 938 371486
7 555 744216
131 219 714120
424 627 672875
118 137 41827
28 368 650351
222 231 912611
399 964 107925
770 865 557813
107 840 835235
394 964 582249
99 458 833862
248 828 314582
316 682 70569
157 270 495500
337 511 88287
623 752 744744
134 657 710650
114 973 703930
337 727 169819
719 981 483919
127 658 749372
291 837 289705
832 887 612932
181 958 442506
592 794 763832
60 330 394236
489 788 468020
88 227 575559
51 111 423220
498 715 371896
111 256 346020
527 550 934629
834 929 603369
267 911 367267
82 169 608966
440 736 8266
174 241 159596
160 293 411076
332 623 529513
524 734 208273
138 536 101830
158 949 264358
354 576 600761
487 768 216680
250 925 664299
268 545 472166
136 687 869551
280 459 992324
109 354 631508
267 320 462731
669 965 765767
44 756 84391
648 706 719777
31 558 231296
71 708 664632
773 845 910832
47 923 709646
520 966 202646
162 671 449428
27 502 907836
254 968 956459
42 809 143515
269 409 414867
389 510 598943
46 203 598828
15 548 972993
172 535 331781
528 824 283744
518 663 921690
373 912 266026
471 642 122502
575 901 994494
150 365 737467
251 839 920070
561 750 961074
119 515 801889
231 492 870007
426 702 753403
485 745 202960
265 987 362449
540 839 140710
239 538 381581
60 153 246643
78 929 199498
388 578 457791
430 465 988073
201 798 99449
473 540 689234
235 565 170629
113 931 320858
415 916 971368
242 298 41381
309 442 477856
281 854 597844
578 755 351974
630 870 770994
403 790 89574
135 665 537020
6 443 463747
269 952 948780
297 863 350206
704 805 423073
26 100 824155
475 968 911080
563 682 493700
486 777 67346
725 773 27459
9 560 567644
215 650 225665
33 919 899410
604 832 701536
327 475 948694
599 889 148548
508 845 677823
176 500 724212
781 950 865357
942 996 949804
952 974 296355
266 758 677792
589 883 569373
298 740 344499
381 976 671656
67 796 685365
60 727 325811
226 792 380500
139 488 629167
140 465 549696
110 401 762537
127 176 961342
107 704 77754
509 726 720038
553 653 617923
325 692 776976
469 888 817779
6 409 966744
440 563 406443
632 922 23541
95 533 809409
386 771 430098
225 854 575899
11 582 447048
263 880 553083
401 423 183901
55 328 474006
77 919 412920
514 934 397293
274 516 551687
206 239 315148
554 806 936477
404 660 507034
590 615 653553
822 829 265630
435 929 361723
139 639 742300
20 456 701763
112 381 682576
421 669 473187
619 975 453760
196 634 589631
168 937 971681
575 931 321677
761 818 755829
464 853 54624
51 572 226709
534 923 350725
723 914 259773
265 782 639200
249 670 154622
74 416 650798
958 985 7574
721 885 383672
37 104 267823
324 502 323734
232 827 108931
740 798 657811
300 692 68615
576 828 219899
557 629 131533
84 564 985500
91 404 174770
257 752 327574
58 332 833294
39 548 458758
80 695 42020
102 313 628259
506 658 694174
106 387 104087
613 771 176605
370 926 801294
621 725 828038
674 892 305879
208 810 472573
174 821 550634
712 902 724301
216 359 127720
322 664 741490
332 814 875962
452 505 909080
140 176 394106
77 655 658355
920 951 353585
267 709 905832
164 739 89841
436 702 280318
229 579 449456
324 562 848016
277 752 697862
256 613 996035
72 221 166523
109 991 962095
178 625 999538
313 965 344042
678 895 934574
891 906 211024
473 629 503842
542 602 146124
78 830 936885
375 601 573080
120 279 553209
354 881 697927
450 463 689575
455 979 606254
439 767 34263
373 486 572574
165 698 179191
166 612 512135
445 887 989216
475 540 239681
831 970 752817
119 996 918658
235 576 998431
437 655 273481
99 435 214946
545 878 999382
218 538 696533
303 468 114637
895 912 178666
28 387 385008
214 960 374471
301 800 47630
352 1000 913458
669 932 554908
102 463 5851
617 997 108050
444 897 762771
230 537 118896
346 613 752236
734 858 309462
762 836 83579
184 749 925482
437 621 477268
48 473 969263
442 855 633604
548 753 841002
289 844 556111
778 820 725099
119 821 588453
277 518 769748
401 605 723790
206 988 34451
258 843 77139
14 332 582425
601 806 888534
222 687 615343
107 614 439940
334 384 858445
210 852 380228
473 671 420323
238 487 177125
644 770 602713
260 621 98808
243 927 124653
579 820 880508
420 506 759293
217 257 445253
325 454 947224
95 679 609067
448 903 785456
102 305 661048
86 490 613212
696 890 281591
52 294 729723
286 751 375637
112 455 301460
222 415 106477
111 548 134828
524 969 467971
42 92 309173
118 273 93908
27 515 657433
602 847 347590
483 600 885719
702 738 332680
152 644 771323
278 796 256917
116 297 801022
490 781 789698
352 443 442883
402 814 621920
765 860 589324
271 485 479761
363 526 412562
64 742 890921
640 818 600350
924 928 866660
347 468 697672
87 741 375695
225 512 937506
342 409 957285
574 729 176449
11 491 312120
451 897 904990
167 543 809824
224 720 547465
280 917 848124
480 728 368485
322 630 552724
166 895 880920
710 733 854104
114 955 820456
783 906 296896
618 914 965053
29 155 765015
2 798 813152
877 946 929593
571 667 215128
373 795 228313
151 818 997988
64 531 434384
328 550 21077
641 696 953171
95 606 923226
178 946 122705
182 341 315671
286 536 253706
68 559 287726
225 513 740333
882 918 814522
62 384 417054
541 594 540565
139 467 817275
807 844 357979
83 444 837544
3 983 929365
139 579 639461
98 628 74236
161 964 420207
782 873 844378
383 447 459157
202 385 521403
316 627 625398
376 513 481271
58 329 73162
772 872 682632
368 858 111604
485 627 209301
227 997 569458
296 723 572101
780 872 107816
781 912 665195
101 381 878565
116 393 372830
770 791 346533
103 659 801488
82 415 911503
606 701 412529
566 998 297911
222 691 790428
111 858 356453
389 796 623391
521 971 666691
303 882 624993
132 342 322914
26 404 195243
277 768 559247
535 962 117761
927 968 965357
534 948 963540
141 575 405069
550 766 18796
769 901 715792
471 900 117634
170 312 540178
153 704 571866
37 327 305629
295 671 672716
48 619 555351
632 763 485266
375 693 92392
311 552 682643
839 915 56432
52 528 277129
112 224 578647
329 378 241659
358 558 773117
41 935 184636
510 768 289199
553 804 434318
350 902 232171
368 713 836823
548 873 226266
544 772 918433
149 263 62809
80 258 179334
580 668 413839
20 80 486085
930 976 360323
484 965 359511
640 798 429927
445 895 590606
152 211 796977
565 960 589057
312 465 471297
768 775 67970
261 699 936718
607 614 614658
40 599 844037
763 836 198501
46 527 361952
421 499 6705
445 985 839221
629 676 674162
723 791 68603
250 485 295643
627 742 306921
334 573 108578
14 371 463115
431 728 651630
77 540 169038
445 982 841122
447 845 575522
769 787 42711
120 390 322256
670 725 359506
663 905 459582
235 682 410443
82 407 34768
216 784 937945
339 751 580249
229 887 332605
618 663 960854
646 792 284190
381 383 187577
265 346 844091
448 531 106256
412 940 976244
774 945 172831
492 901 628629
180 721 220088
140 149 677982
200 466 182593
46 913 589838
41 809 117789
201 245 371603
199 820 280554
219 757 343168
13 928 388665
121 568 874602
370 938 21571
726 767 169380
284 329 159535
925 1000 781246
63 448 713723
267 850 563972
190 323 304996
599 967 125476
85 988 17245
557 721 239706
668 985 898405
909 944 739832
337 476 894465
11 541 73714
678 907 385128
730 987 234193
904 919 969128
165 238 993609
33 601 334480
577 942 55536
321 596 798437
57 428 546220
12 331 262846
256 375 337482
633 953 22662
223 580 326923
68 154 899057
129 893 648979
8 918 841145
27 263 570558
509 986 167079
471 577 794452
139 600 396573
244 303 283161
240 489 694752
64 599 975058
20 135 905164
397 399 388986
859 948 721059
487 866 113382
268 862 8092
168 578 978849
314 481 148346
145 670 322989
103 983 438811
352 561 857995
244 454 809365
149 508 15194
380 636 840789
185 220 217393
131 329 335494
241 585 622431
411 526 463249
237 595 648886
97 367 375858
276 338 544329
541 975 207076
427 800 288427
137 400 391893
750 928 435422
218 309 677250
187 812 315269
101 941 246605
475 983 901216
130 569 403429
682 764 478269
246 552 163620
462 584 898588
485 686 90870
576 766 297563
495 610 553138
530 836 75996
254 603 501724
813 983 163192
595 741 517908
100 442 86873
277 403 887201
404 664 170932
76 156 759759
509 598 609132
178 508 107946
138 588 530873
780 807 129019
247 478 819328
152 911 921958
255 295 942253
248 378 509902
263 274 203533
37 55 515386
392 856 917569
215 998 28372
346 805 336967
197 593 26673
637 667 358466
38 385 82938
174 651 588272
58 565 585719
507 624 338188
562 656 533364
72 903 44773
206 708 21811
126 720 368068
427 725 527248
352 899 310568
233 533 142829
202 666 894779
711 980 779746
78 916 581782
40 998 653946
68 722 109560
40 545 558837
794 818 848628
183 301 253461
512 871 989493
295 960 410303
322 970 399488
577 943 905016
335 838 426647
169 843 815938
312 560 898428
48 544 759538
65 253 605542
609 751 252662
90 374 73212
148 611 340840
170 759 859036
656 800 927459
564 879 272555
140 404 196913
206 287 616653
884 934 760562
147 231 728014
292 631 76913
508 606 434645
462 647 402832
361 667 256529
260 379 991340
117 175 215854
60 214 163051
816 894 308257
515 667 274434
239 621 190213
572 845 56969
63 246 412160
287 878 696036
492 837 860769
361 416 223870
36 235 684846
540 813 570241
34 507 276554
626 889 97264
109 119 515206
232 496 199633
353 480 521548
591 995 999957
159 868 682361
399 855 961641
396 773 986702
467 844 338228
597 927 279331
423 667 28880
659 842 134854
529 602 932371
83 347 647521
370 387 658249
222 842 430581
595 751 482496
443 783 201490
130 365 479836
256 643 299019
474 571 6226
59 209 902535
436 582 548462
170 565 692776
559 801 708736
392 555 351566
228 919 534028
50 79 405791
668 834 486121
39 284 924071
489 713 322819
208 481 621124
416 613 354538
189 651 196313
18 947 992523
118 403 514907
371 551 179482
26 722 336498
66 845 922545
156 976 207377
600 882 10291
333 669 449777
722 797 982092
592 613 865578
238 428 610262
149 760 202315
689 985 339615
109 253 265589
572 629 321968
73 645 467772
257 266 377881
236 846 642477
108 193 533843
37 988 155981
171 726 121908
612 905 166984
438 575 948047
136 640 332950
47 311 297128
157 706 947031
33 616 999585
251 543 972211
47 639 618611
